К101782;AZ GROUP;"ул.Энгельса, д.36, оф.316, Деловой Дом ""Филитцъ"" ";г.Екатеринбург;РФ;620026;azdesign@r66.ru;222-7715/16;"www.azoffice.ru; www.az-group.ru";0;0;
К2626;AlcopaProject;Яузская ул., д.6, стр.4 ;Москва;РФ;109240;;925-05-77;www.alcopaproject.ru;0;0;
К109125;BauFlex;ул. Свободы д. 35, стр. 18 ;Москва;РФ;125362;info@bauflex.ru;(495) 741-46-67;www.bauflex.ru;0;0;
К110773;BELS; ;;;;malashkin@newstyle.ru;+7-903-599-34-56;http://www.bels.ru/;0;0;
К102811;Berloni;ул.Худякова, д.12 А ;г.Челябинск;РФ;454092;info@s-studio.ru;"262-9114/16/9076; 727-7771";www.berloni.com;0;0;
К103345;Bonarty;ул.Холмогорова, д.15, МЦ Сити, 3 эт. ;г.Ижевск;РФ;426000;tangoizh@mail.ru;91-2074;;0;0;
К105657;Bonawentura;пер.Выездной, д.3 Е ;г.Екатеринбург;РФ;620107;mebel@bonawentura.ru;201-9020, 221-3611;www.stiloffice.ru;0;0;
К105403;Brand Steil;Пр-кт Ленина, д.25 ;г.Челябинск;РФ;454091;info@brandsteil.ru;264-0929;www.brandsteil.ru;0;0;
К105713;Baby-Room-Boom;ул.Труда, д.185 А, оф.319 ;г.Челябинск;РФ;454080;starlait1@mail.ru;225-1579;www.brb-mebel.ru;0;0;
К105706;Builtex;ул.Волгоградская, д.193,оф.307,304,3 эт., ДЦ Олимп ;г.Екатеринбург;РФ;620043;pro@builtex.ru;351-7851, 344-5024;www.builtex.ru;0;0;
К105445;Cardinal Interiors;ул.Худякова, д.21 ;г.Челябинск;РФ;454080;salon@saloncardinal.ru;260-6436;www.saloncardinal.ru;0;0;
К110070;CEOffice;Нижний Сусальный переулок д 5 стр 5а ;Москва;РФ;125195;l.bishkirevich@ceoffice.ru;(+7) 9199915990;ceoffice.ru;0;0;
К105636;Сити Декор; ;;;;www.citydecor.ru;;;0;0;
К100524;CONCLAVE Design;г.Солнечногорск, ул.Красная 120 ;;РФ;;conclavedesign5@gmail.com;916-43-02;;0;0;
К108575;DESIGN EXPERT; ;;;;nv@designexpertstudio.ru;;;0;0;
К105628;Domus Aurea; ;;;;;;;0;0;
К105388;EGLO;ул.Тихоокеанская, д.73 ;г.Хабаровск;РФ;680026;owlkhv@mail.redcom.ru;41-4416, 34-0637;;0;0;
К100648;EMS;ул.Российская, д.281 ;г.Челябинск;РФ;454091;gava@ems.ru;260-5670, 729-8777;www.ems.ru;0;0;
К101445;ERGOLAIN;ул. Волхонка, 6/1 ;Москва;РФ;119019;www.ergolain.ru;(495) 697-69-87;;0;0;
К101008;Eurokitchens;ул. Варшавская, д. 3 ;г. Санкт Петербург;РФ;198226;;(812) 640-05-55;www.kuhni-piter.ru,www.onlywoodsrl.ru, www.eurokitchtns.ru;0;0;
К107023;Fabian Smith;ул.Коммуны, д.137 ;г.Челябинск;РФ;454080;fabianschel@gmail.com;263-1369;www.fabiansmith.ru;0;0;
К110732;Factor Technology;пр-т Абылайхана, 24 ;Алматы;РФ;050016;;(727) 390-20-00;www.mebelfelix.kz;0;0;
К100718;Студия мебели FORMA;"Троицкий тракт, д.22 А, стр.1, 2 эт., ТЦ ""Маяк"" ";г.Челябинск;РФ;454053;katechel@mail.ru;215-6699, 250-5500;www.mebel-forma.ru;0;0;
К105390;Forte;ул.Светланская, д.56, оф.33 ;г.Владивосток;РФ;690091;;260-8615/5247;;0;0;
К109114;Front Мебель;ул. Сатпаева, 30а/3 офис 146;Алматы;РФ;050040;frontmebel@mail.ru;;www.front.kz;0;0;
К109126;Goodwill;ул.Радищева, д.10, оф.513 ;г.Екатеринбург;РФ;620014;olja.golovatina@gmail.com;8-922-110-9592, 8-909-712-0444;;0;0;
К109510;Imarket; ;;;;ayvazov@i-market.ru;;www.i-market.ru;0;0;
К109295;Агентство Interiors;ул.Энгельса, д.36, оф.702.1 ;г.Екатеринбург;РФ;620026;ofisek@a-interiors.com;270-2483, 8-800-250-0883;www.a-interiors.com;0;0;
К100461;ITG International Trading Group;ул.Оренбургская, д.2, пом.9Н ;г.Санкт-Петербург;РФ;194044;"itg.piter@gmail.com; helga.itg@gmail.com";(812) 454-25-03;www.itg.net.ru;0;0;
К108759;KabinetKZ;ул.Тауельсиздик, дом 34 ;Астана;РФ;010000;director@kabinetkz.com;+7(7172) 457026/79-26;;0;0;
К108486;Интерьерный салон LEITMOTIV;ул. Барочная, д. 12, пом. 22-Н ;Санкт-Петербург;РФ;197022;leitmotiv.salon@gmail.com;(812) 5705000;www.leit-motiv.ru;0;0;
К110638;Living Interiors;ул.Малышева, д.8, ИЦ ARCHITECTOR ;г.Екатеринбург;РФ;620014;livingekb@gmail.com;271-0310, 8-922-602-0062;www.lvng.ru;0;0;
К105738;Look Wood Office Project;"Нижний Сусальный переулок, 5/1 этаж 2. Завод ""Арма"".";Москва;РФ;105064;sale@look-office.ru;(499) 638-27-41;www.look-office.ru;0;0;
К108220;Lux Buro; ;;;;znv@luxburo.ru;151-00-27;;0;0;
К108086;"Maison D""or";"ул.Куйбышева, д.44 Д, оф.1010, БЦ ""Панорама"" ";г.Екатеринбург;РФ;620075;maisondor1@gmail.com;271-7022;www.maisondor.ru;0;0;
К110801;MEBEL-SALOON;ул.Восточная, д.56, оф.18 ;г.Екатеринбург;РФ;620044;mebel-saloon@mail.ru;200-0332;"mebel-saloon.com; мебель-салун.рф";0;0;
К110855;MEBI;ТЦ Лужайка, 32-км МКАД ;Москва;РФ;117624;mebiltd@ya.ru;(985) 894-70-01;mebi.su;0;0;
К110015;MILADO interiors - Феликс г.Ижевск; ;;РФ;;info@miladoint.ru;8-912-749-7213;www.miladoint.ru;0;0;
К105440;Milano;Пр-т К.Маркса, д.141 ;г.Магнитогорск;РФ;455000;milano2@mgn.ru;31-9620, 34-0638;;0;0;
К105554;Mr.Doors г.Курган;ул.Кирова, д.105 ;г.Курган;РФ;640000;pankovroman@yandex.ru;42-6476;;0;0;
К104669;MR.ДИВАН; ;Красноярск;РФ;;relax-krsk@mail.ru;(3912)278-97-89;http://www.mr-divan.ru/;0;0;
К110013;ТД MUSE;ул. Машкова, д.11, стр.1 кнопка 11;Москва;РФ;10084;info@tdmuse.ru;(495) 589-09-40;www.tdmuse.ru;0;0;
К105471;Narbutas; ;;;;vladimir.lisynkov@narbutas.ru;;;0;0;
К105425;Natali Verto;"ул.Студенческая, д.11, 5 эт., ТЦ ""Gallery 11"" ";г.Екатеринбург;РФ;620137;okp@nverto.ru;217-2678, 8-922-146-6628;www.nverto.ru;0;0;
К100581;Odeon Group;ул.Сурикова, д.55, салон Odeon Group ;г.Екатеринбург;РФ;620144;odeon-group@mail.ru;382-1740, 8-922-104-0222;www.odeon-group.ru;0;0;
К109311;Office Solutions; ;;;;Artem.Cherniy@office-solutions.ru;258 55 99;www.office-solutions.ru;0;0;
К105659;Office Land;ул.Чехова, д.2, оф. 261, 262 ;Ярославль;РФ;150054;officelnadyar@mail.ru;37-0165;www.офислэнд.рф;0;0;
К25432;Office Line;ул.Пушкинская, д.13 Литер А ул.10-я Красноармейская, д.16А;г.Санкт-Петербург;РФ;197101;office_line@inbox.ru;575-10-50/14-30;www.officelinespb.ru;0;0;
К108550;officelook;ул. Киевская , д. 5, Административный корпус, Офис ;Санкт-Петербург;РФ;196084;info@officelook.su;454-66-80;officelook.su;0;0;
К110562;Oki-Doki;ул. Сокольнический Вал, д. 1А ;Москва;РФ;107113;info@oki-doki.ru;(495) 663-18-81;oki-doki.ru;0;0;
К105606;Orgspace; ;;;;anastasiy@orgspace.ru;(495)786-99-10 (д133);;0;0;
К109156;Park Avenue;ул.Лесопарковая, д.7, оф.41 ;г.Челябинск;РФ;454026;pa6@parkav.ru;200-9486, 8-800-775-7417;www.parkav.ru;0;0;
К105650;PARTCOM; г. Одинцово Можайское ш., 58 ;Московская обл.,  г.Одинцово;РФ;143005;vvp@part-com.com;(499) 769 59 49;www.kresla-part-com.ru;0;0;
К109852;Personal Format; ;;;;;;;0;0;
К109587;Pescarollo; ;;;;pescarollomebel@gmail.com;(499) 2585307;www.pescarollo.it;0;0;
К109925;Prego-Interni;Ильинка, 4 ;Москва;РФ;109012;milena@pm-project.ru;;www.prego-interni.ru;0;0;
К104613;Pro.Blesk;ул.Татищева, д.49, оф.5 ;г.Екатеринбург;РФ;620028;import@pro-blesk.com;202-8028, 287-0818;www.pro-blesk.com;0;0;
К108579;RBM; ;;;;mebel@rbmebel.ru;227-87-25/781-06-07;www.rbmebel.ru;0;0;
К108493;Галерея мебели RODA;Большая Морская 26 ;Санкт-Петербург;РФ;191186;info@roda.spb.ru;(812) 3159594;roda.spb.ru;0;0;
К108558;Royal Room; ;;;;info@royal-room.com;544 55 29? 8 929 523 64 96;;0;0;
К109873;Scavolini;ул. Юбилейная, д.1А ;Тольятти-Самара;РФ;445036;scavolinitlt@mail.ru;(8482) 37-99-00;www.grande-ville.ru;0;0;
К109181;SPACE OFFICE; ;;;;dm@space-office.ru;(926) 5690991;space-office.ru;0;0;
К110018;TD Vegas;Kirpichniy per.A  офис 16H ;Saint-Petersburg;РФ;191186;office@spacefour.ru;244 94 96;www.spacefour.ru;0;0;
К100473;Tetchair;ул. Часовая, д.28 ;Москва;РФ;127081;;;;0;0;
К102962;TID Group; ;;;;;;www.tidgroup.ru;0;0;
К16181;TIGR;Трехпрудный пер,11/13, стр.2, оф.98 ;Москва;РФ;123001;"tigr@tigr.ru; info@tigr.ru";933-52-70;www.tigr.ru;0;0;
К24041;Toruda Group;"ул.К.Маркса, д.244, 4-й эт. ТЦ ""Леон"" ";г.Ижевск;РФ;426057;info@toruda.ru;65-5541/5549, 91-2161;www.toruda.ru;0;0;
К108127;UMG;"ул.Ткачей, д.23, оф.601 БЦ ""Клевер Парк"" ";г.Екатеринбург;РФ;620100;umg.ekb@list.ru;312-1416, 8-922-168-6245;www.umgekb.ru;0;0;
К105443;U-office;ул.Большакова, д.87, оф.11 ;г.Екатеринбург;РФ;620142;u-office@bk.ru;206-9397, 286-3873;www.u-office.su;0;0;
К109948;Valenso;Большая Зеленина 32 оф 2 ;Санкт-Петербург;РФ;197110;valenso78@mail.ru;(921) 0967216;www.valenso.ru;0;0;
К25813;Vegalex; ;;;;d.kirsanov@mail.ru;364-94-75;;0;0;
К106174;Verona Design;ул.Дарвина, д.18 ;г.Челябинск;РФ;454087;nd-lebedevatanya@mail.ru;216-1870 ;www.verona-design74.ru;0;0;
К107695;VERONA Interiors;ул.10 лет Октября, д.17 А, оф.4 ;г.Ижевск;РФ;426000;tania@verona-izhevsk.ru;42-2718;www.verona-izhevsk.ru;0;0;
К109205;VesNa showroom; ;;;;;6638336, +7 965 751 1595;www.vesnamultibrand.ru;0;0;
К100458;VinFort; ;Беларусь, г.Минск;BY;220005;;331-09-86;;0;0;
К101042;Мебельная компания Vitto; ;г.Новокузнецк;РФ;654034;snab@vittomebel.ru;8-923-464-1422;www.vittomebel.ru;0;0;
К107785;Vobox;ул.Свердлова, д.11 А, оф.506/2 ;г.Екатеринбург;РФ;620027;OCS-ONIstomina@mail.ru;378-7344/45;www.vobox.ru;0;0;
К107338;WILLED; ;;;;si@willed.ru;8-968-917-17-34;www.willed.ru;0;0;
К22117;XILEMA Italiaекораn Home Decoration;Курортный пр-т, д.19 ;г.Сочи;РФ;354000;"xilema@sochi.ru; xilema@list.ru";(8622) 64-86-75;;0;0;
К105379;Абиком;ул.Южный Бульвар, д.51, оф.47 ;г.Челябинск;РФ;454078;abicom@mail.ru;796-5959;;0;0;
К109260;АБСОЛЮТ;ул. Землянского, 7, офис 17 ;Волгоград;РФ;400005;info@ab34.ru;(8442) 26-81-85;ab34.ru;0;0;
К103147;Авангард; ;Москва;РФ;125222;nam.liudmila@yandex.ru;8-903-709-56-96;;0;0;
К107349;Аванта М;"ул. Стасова, д.182/1 оф.056, ТЦ ""Медиан""";г.Краснодар;РФ;350000;krasnodar@avanta-m.ru;(861) 279-24-76;www.avanta-m.ru;0;0;
К104812;Августа; ;г. Кемерово;РФ;650065;augusta2003@mail.ru;(83842)575522;;0;0;
К103781;Авиком; ;;;;mvs09@mail.ru;(812)320-65-43;;0;0;
К105518;Аврора; ;;;;782450@vmail.ru;(4732) 78-24-50;www.office-zakaz.ru;0;0;
К105407;Авторский  design&decor;ул.Труда, д.185 А ;г.Челябинск;РФ;454042;avtor-design@mail.ru;235-2222;www.avtor-design.ru;0;0;
К25426;Адвант-Челны;пр-т Сююмбике, д.58/41, 191 ;г. Набережные Челны;РФ;423800;advant-chelny@mail.ru;(8552) 38-29-26/37-85;;0;0;
К101880;Адвант-Москва;ул. Б.Тульская, д.10, оф.417 ;;РФ;;;988-06-98;;0;0;
К104308;АДМ группо; ;;;;;;;0;0;
К105679;Азия Мебель;Московский пр-т, д.16 помещение 6;г.Чебоксары;РФ;428018;aziya@orionet.ru;(8352) 58-29-33;www.aziyamebel.ru;0;0;
К107680;АЙТИ ФОР Ю; ;;;;"info@itfyou.ru; caterer@itfyou.ru";;www.itfyou.ru;0;0;
К104988;АкадемОфис;ул.Инженерная 5, оф 217 ;Новосибирск;РФ;630128;ao-elena@mail.ru;292-75-25, 912-415, 148-110;www.AcademOffice.ru;0;0;
К100920;Аквариус; ;;;;;336-20-56;;0;0;
К110196;АККОРДА ГРУП; ;;;;project@1adviserc.ru;+7 926 111 23 34;www.accordagroup.ru;0;0;
К107057;"ООО ""Академия Мебели"""; ;;;;amebel@list.ru;98-75-89, 98-13-61;;0;0;
К105530;Акцент; ;;;;accent2006@rambler.ru;;;0;0;
К104437;АКЦЕНТЫ; ;;;;accento@mail.ru;8442 59 24 79;www.accento.tiu.ru;0;0;
К100587;Алайн;пр-т Труда, д.151 ;г.Воронеж;РФ;394018;alain@alain-v.ru;(473) 276-50-00/99;www.alain-v.ru;0;0;
К101528;Компания Аламар; ;;;;;;;0;0;
К110389;АЛАНТА; ;;;;;;;0;0;
К105640;Алафа;ул. Островского, д.21/1 офис 305;г.Рязань;РФ;390035;info@alafa-ofis.ru;(4912) 93-70-04;www.alafa-ofis.ru;0;0;
К107592;АЛВЕРТО; ;;;;;8-925-037-95-94 только на моб.;;0;0;
К101202;Алекс Групп; ;;;;olyasmirnoff@mail.ru;8-926-346-05-78;;0;0;
К105639;Алекс 2000; ;;;;;;;0;0;
К105537;ИП Александрова Т.В.; ;;;;ooo-fora@mail.ru;;;0;0;
К105431;Алекс-Групп;"ул. Полушкина роща, д.9., стр.14 ОТК ""Тандем"", 4 этаж";Ярославль;РФ;150003;aleks-grupp@yandex.ru;(4852) 94-58-43;www.aleks-grupp.ru;0;0;
К13499;Компания АЛЬМАДА;Щелковское ш., д.100, копр.108 ;Москва;РФ;105523;prais2018@mail.ru;641-00-49, 507-95-89;www.almada.ru;0;0;
К105538;Альт; ;;;;alt@cbx.ru;;;0;0;
К13834;Альтернатива;ул.Мира, д.36/пер.Отдельный, д.7 ;г.Екатеринбург;РФ;620078;alternativamebel@list.ru;379-0710/11/12/13/14/15;www.alternativamebel.ru;0;0;
К110305;"ООО ""Альтернатива"""; ;;;;iv@alt-mebel.ru;;;0;0;
К103965;Альтмебель;ул. Атарбекова, 1/1 ;Краснодар;РФ;350051;2431120@mail.ru;(861) 292-12-99;www.altmebel.ru;0;0;
К109945;Альфа Мебель; ;;;;;40-20-02;;0;0;
К105523;Альфа Офис;пр-т Богдана Хмельницкого, 56 ;Белгород;РФ;308009;ao31rus@mail.ru;(4722) 313-461;www.alphaoffice.ru;0;0;
К105446;Альфа ДВ;ул.Некрасова, д.44, оф.104 ;г.Хабаровск;РФ;680003;alfadv27@mail.ru;46-0427, 25-6080;www.alfadv27.ru;0;0;
К105744;Альфа-Мебель;"Дмитровское ш., д. 100, стр. 2 БЦ ""Норд Хаус"", под. 1";Москва;РФ;127247;velichev@alfa-mebel.ru;;www.alfa-mebel.ru;0;0;
К105119;Альфа-Техника;ул. Переходникова, 25 офис 1;Н.Новгород;РФ;603005;;(831) 437-40-70;www.alfa-tehnika.ru;0;0;
К105704;Альфа Фарм;Новомытищинский пр-кт, д.5, кор. 1 А, 1 Б ;Мытищи, МО;РФ;141002;alfafarm24@gmail.com;232-1050/51;;0;0;
К110105;АЛЬФА-КОНТ;проспект Андропова ;Москва;РФ;115470;utromdengi@yandex.ru;(968) 9208709;www.utromdengi.com;0;0;
К26735;Альфа-М Мебельная компания;Строительный проезд,д.7А,корп.3, эт.2 ;Москва;РФ;125362;1@alfa-ms.ru;698-60-99;www.alfa-ms.ru;0;0;
К101525;Альянс консул;ул.Фрунзе, 57/1 ;г.Новосибирск;РФ;630004;grebennikov_vv@mail.ru;(383) 227-27-04, 201-09-88;www.consul-nsk.ru;0;0;
К105814;Альянс-Поволжье; ;;;;alians-mebel@yandex.ru;(846) 244-30-79,993-47-64;;0;0;
К105513;Альянс-Сервис;ул. Мира, д.19 оф.130;;РФ;;irina200566@mail.ru;(8442) 33-10-85;;0;0;
К108227;Амарант-Юг;ул. Тельмана, 9 оф. 101;Ростов-на-Дону;РФ;344011;amarant_mebel@mail.ru;(863) 200-87-55;amarant-mebel.biz;0;0;
К109524;Амега-мебель;ул. Бойцовая, д. 22, стр. 3 ;Москва;РФ;107150;smu06@mail.ru;(495) 978-53-66;www.amega-mebel.ru;0;0;
К105784;Амиго; ;;;;"zarbazan2011@gmail.com; george@g-arwest.ru";+7 (498) 547-36-61;www.amigomarket.ru;0;0;
К104315;Антарес;ул. Советская, д.34 ;г.Тамбов;РФ;392002;office@antares-mebel.ru;(4752) 75-74-00/72-63-85;www.antares-mebel.ru;0;0;
К102359;Апекс-ДВ;Пр-кт 100 лет Владивостоку, д.103, оф.417 ;г. Владивосток;РФ;690039;iva83@yandex.ru;237-6010, 233-0088;;0;0;
К104691;Априори;пр-т Победы, 125 ;г.Череповец;РФ;162626;info@apriory-group.ru;(8202) 52-30-70;www.apriory-group.ru;0;0;
К104838;Аптренд;ул.Нижегородская, д.50, корп.Б ;Москва;РФ;109052;uptrend@uptrend.ru;649-8016;"www.uptrend.ru; www.uptrend-mebel.ru; www.uptrend-group.ru; www.resto-mebel.ru";0;0;
К101295;Арвеко; ;;;;;;;0;0;
К18294;АРГО-С;ул. Кусковская, д.20A,оф.502А ;Москва;РФ;111141;"bagautdinov@argogroup.ru; Karibyan@argogroup.ru";234-3044 доб. 125;www.argogroup.ru;0;0;
К107144;АРД-Мебель; ;;;;;(4872) 21-45-44,30-55-20;;0;0;
К23492;АРДУС;пр-т Косыгина, 34/1, пом. 35Н ;г.Санкт-Петербург;РФ;; info@ardus.ru;(812)574-33-33, 643-39-67;http://www.ardus.ru/;0;0;
К107688;АРИФМЕТИКА; ;;;;;2134455;;0;0;
К24664;Аркада;Московский пр-т, д.111 ;;РФ;;;(812)320-44-44;http://arcada-m.ru/;0;0;
К103256;Аркада;Пр-т Победы, д.28, оф.3 ;г.Череповец;РФ;162606;arcada@mail.tchercom.ru;(8202) 57-69-77;www.arcada35.ru;0;0;
К107329;Аркада Москва; ;;;;polina0309@mail.ru;937 50 51;;0;0;
К20475;ТК Арсенал-Офис;Открытое ш., д.48А ;Москва;РФ;107370;tkarsenal@yandex.ru, irchill@bk.ru;380-01-00;www.arsenal-office.ru;0;0;
К102155;Арт Деко Дизайн;ул. Наметкина, д. 10а,стр.1,207 ;Москва;РФ;117420;inter4art@gmail.com;120-3547;www.ardeco-mebel.ru;0;0;
К105633;Арт Итал; ;;;;;;;0;0;
К107852;Арт Мебель;ул. М.Горького, д.1 ;г.Петрозаводск;РФ;185035;art@artsmebel.ru;(8142) 78-43-43;www.артмебель.рф;0;0;
К8588;АРТгруппДЕКО;ул.Б. Почтовая, д.18/20 стр.6, оф.103 ;Москва;РФ;105005;bodrov.mkartdeko@yandex.ru;92-10-850;www.mkartdeko.ru;0;0;
К20024;АРТ-Групп;ул.Таганрогская,11,корп.3 ;Москва;РФ;109341;art-group@art-group.su;785-6835/33;www.artgroup.su;0;0;
К109276;Салон АртДекко;Социалистический, 78 ;Барнаул;РФ;656049;salon.artdekko@mail.ru;299-820;www.artdekko.ru;0;0;
К107754;Арт-де-Факто;Большая Ордынка, 21 ;Москва;РФ;115035;adf74957925002@gmail.com;(495) 7925002;www.artdf.ru;0;0;
К102538;Арт-Караван;ул. Менделеева, 21 ;г.Уфа;РФ;450022;karavanmebel@mail.ru;274-95-89, 292-30-45;;0;0;
К108465;Арт-Мебель;ул. Старокубанская, д.114/1 оф. 305;г.Краснодар;РФ;350000;art-mebel@bk.ru;(861) 212-81-76;;0;0;
К103014;АРТМОБИЛЕ; ;;РФ;;;;;0;0;
К107086;АРТ-ОФИС; ;;;;korm@art-mebel24.ru;279-9045;http://art-mebel24.ru/;0;0;
К109597;АРТ-МЁБИЛЕ; ;;;;;788-53-61;;0;0;
К107382;АрхИдея;Володарского, д.11 ;Архангельск;РФ;163000;arhidea@bk.ru;(8182) 65-12-65;www.arhidea.org;0;0;
К105092;Архиматика; ;;;;irina.p@arhimatika.ru;(916) 905-51-04;http://arhimatika.ru/;0;0;
К109314;АРХ СОЛЮШНЗ; ;;;;;8-916-621-61-41;;0;0;
К100620;АРХСТРОМ;Электродный проезд , дом 14, стр.1 ;Москва;РФ;111123;;672-74-59/53/60;;0;0;
К107402;ASV studio;Тучков переулок 11/5 ;Санкт-Петербург;РФ;199004;info@asvst.ru;(812) 3236426;http://asvstudio.ru/;0;0;
К110281;"ООО ""АСервис"""; ;;;;house@a-service.pro;36-54-10, 36-87-47;;0;0;
К108746;АСКО; ;;;;info@asko-m.ru;(812) 600-22-24;asko-m.ru;0;0;
К105610;Аскона; ;;;;;;;0;0;
К108892;АССАМБЛЕЯ; ;;;;;493-49-59;;0;0;
К102185;АССИСТЕНТ; ;;;;;;;0;0;
К106041;АСТОР;СПб, Комсомола 41, офис 519 ;;РФ;;astorspb@gmail.com;;;0;0;
К105694;Астра ТЕСТ; ;;РФ;;m2astra@gmail.com;;;0;0;
К102821;АС-Навигатор; ;;;;asnavigator@ac1.ru;740-77-69;http://www.ac1.ru/;0;0;
К106213;Ателье офисов; ;;;;200@atoffice.ru;642-00-66, 642-23-23;www.atoffice.ru;0;0;
К105686;Атлас-Дизайн; ;;;;sales2@crita.ru;;;0;0;
К107478;АТЛОН;ул. Солнечная, д. 10Б ;Воронеж;РФ;394000;mebelpk@gmail.com;(473) 260-42-23;www.atlon-mebel.ru;0;0;
К13690;Атон-Сиб; ;;РФ;;;;;0;0;
К105816;АТР комплект;г. Москва, ул. Зои и Александра Космодемьянских, дом 8;Москва;РФ;125171;info@ofisnaya.ru;(495) 987-12-44;http://www.ofisnaya.ru;0;0;
К109004;Атри;Ардонская, д. 152 ;г. Владикавказ;РФ;362000;fareti@mail.ru;(8672) 40-45-99;;0;0;
К105609;Атрима; ;;;;;333-7-555;;0;0;
К105542;Атташе; ;;РФ;;attache_k@mail.ru;(8452) 79-71-55;www.attache-k.ru;0;0;
К105397;АФИНА; ;;;;;205-9977/83;;0;0;
К105461;А11 Дизайн;Океанский пр-кт, д.108 А ;г.Владивосток;РФ;690002;gvg@a11.ru;221-8675,2549379,2205020доп178;www.A11.ru;0;0;
К108333;А-МЕГА;ул. Почтовая, д. 234 ;Краснодар;РФ;350910;a-mega2013@yandex.ru;(861) 266-06-00;;0;0;
К104961;А-Стайл;б-р 30-летия Победы, д.16А ;Волгоград;РФ;400087;tokmakova888@mail.ru;;;0;0;
К108435;Бадэн Офис; ;;;;info@badenoffice.ru;933-41-61;;0;0;
К6881;База СТО ТК;ул.Курчатова д.13 ;г.Обнинск;РФ;249030;salon@front.ru;232-2520/(48439)63368ф 7896791;http://www.salonmebel.ru/;0;0;
К105514;Балчуг;ул. Горького, 152А ;г.Нижний Новгород;РФ;603006;e.darvid@mail.ru;(831) 411-87-27;www.balchug.ru;0;0;
